0 0 0
0.1 0 0.1
0.199333 -0.0216471 0.198307
0.293897 -0.0622898 0.295291
0.38446 -0.114808 0.390371
0.46882 -0.174157 0.487123
0.545297 -0.243561 0.583738
0.606624 -0.31705 0.687845
0.661524 -0.384234 0.799524
0.71688 -0.45901 0.906034
0.757103 -0.532483 1.01998
0.787235 -0.616441 1.12972
0.804401 -0.70707 1.23692
0.806083 -0.795043 1.34764
0.804248 -0.887982 1.45422
0.801331 -0.985828 1.55628
0.781771 -1.07509 1.66421
0.761273 -1.15816 1.77682
0.729827 -1.23466 1.89153
0.695663 -1.30992 2.00628
0.664302 -1.37695 2.1268
0.622486 -1.44327 2.24449
0.567779 -1.5046 2.35959
0.500454 -1.55398 2.47373
0.433482 -1.59259 2.59215
0.367232 -1.633 2.71038
0.304831 -1.65875 2.83465
0.231666 -1.68751 2.95221
0.155835 -1.70619 3.07011
0.0769373 -1.72212 3.18639
-0.0053742 -1.72623 3.30132
-0.103059 -1.72581 3.40358
-0.200911 -1.70461 3.50346
-0.29699 -1.68581 3.60551
-0.395539 -1.6618 3.70406
-0.503062 -1.62416 3.78786
-0.606611 -1.58441 3.87559
-0.706445 -1.53739 3.96404
-0.80622 -1.48168 4.04735
-0.903395 -1.41742 4.12752
-0.997593 -1.34234 4.20162
-1.08902 -1.26053 4.27196
-1.17076 -1.16787 4.34075
-1.23315 -1.07158 4.42343
-1.29346 -0.970943 4.50239
-1.33267 -0.857415 4.57705
-1.36541 -0.735941 4.64164
-1.38932 -0.614687 4.71039
-1.40982 -0.494966 4.78282
-1.40775 -0.373649 4.85547
-1.38842 -0.253523 4.92755
-1.35692 -0.137916 5.00267
-1.30743 -0.0283706 5.07717
-1.24959 0.0788623 5.14897
-1.18018 0.181873 5.21658
-1.1015 0.276026 5.2869
-1.01309 0.360946 5.35742
-0.912767 0.439296 5.41903
-0.807768 0.517247 5.47287
-0.6925 0.584339 5.5199
-0.573688 0.635057 5.57745
-0.45009 0.674638 5.63363
-0.323972 0.705821 5.68951
-0.197269 0.727519 5.74846
-0.0649039 0.730216 5.79818
0.0671744 0.721035 5.84789
0.199499 0.706373 5.89559
0.329074 0.67484 5.94266
0.451019 0.621621 5.99059
0.563133 0.550059 6.03864
0.659504 0.463029 6.09466
0.74948 0.366786 6.14606
0.830345 0.261588 6.19499
0.902159 0.147087 6.23661
0.967479 0.0248888 6.2649
1.02649 -0.0982394 6.30174
1.06983 -0.228559 6.33548
1.09794 -0.36086 6.37679
1.11055 -0.493379 6.42453
1.1117 -0.627915 6.4681
1.10904 -0.76188 6.51334
1.09442 -0.894003 6.5616
1.07154 -1.02343 6.61381
1.03826 -1.14957 6.6684
0.990498 -1.27141 6.722
0.924205 -1.38687 6.7697
0.84893 -1.49563 6.81974
0.767559 -1.60068 6.86815
0.671973 -1.69461 6.91333
0.568946 -1.77895 6.96099
0.454741 -1.8539 6.9976
0.334307 -1.92138 7.02828
0.204454 -1.97456 7.04589
0.0706315 -2.01295 7.07075
-0.0642835 -2.04401 7.09961
-0.202161 -2.06027 7.12654
-0.341725 -2.06116 7.14936
-0.47943 -2.03912 7.17284
-0.609766 -1.99405 7.20417
-0.735941 -1.94169 7.24076
-0.859378 -1.88059 7.27285
-0.979108 -1.81207 7.30397
-1.09199 -1.73287 7.33535
-1.19719 -1.64292 7.36438
-1.28432 -1.53668 7.39787
-1.37048 -1.42957 7.4311
-1.44459 -1.31349 7.46323
-1.50281 -1.18741 7.48992
-1.55 -1.05753 7.52001
-1.5829 -0.923189 7.54951
-1.5975 -0.786533 7.58286
-1.59259 -0.647217 7.60666
-1.5605 -0.5121 7.63337
-1.5185 -0.378597 7.6537
-1.4604 -0.252275 7.67951
-1.39356 -0.131195 7.70905
-1.31868 -0.0140151 7.73476
-1.23993 0.101003 7.75861
